id,rank,win%,k/d,dmg/rnd,region,acc_head_%,acc_head_hits,acc_body_%,acc_body_hits,acc_leg_%,acc_leg_hits,matchs_played,headshot_%,wins_total,kills_total,avg_kill_per_rnd,top_agent_nam,top_agent_time_hrs,top_agent_matchs,top_agent_win_%,top_agent_kd_avg,top_agent_adr
coldzin#00000,Immortal 2,58.8,1.02,140.3,TR,23.3,243,70.5,737,6.2,65,994,23.3,510,"15,189",0.7,Sova,174,310,53.2,0.98,148.2
better#000B,Diamond 1,47.9,1.04,149.2,US,26.1,256,69.2,678,4.7,46,927,19.5,444,"15,698",0.8,Reyna,267,483,49.5,1.12,158.3
cabraucinho#1195,Platinum 1,52.7,1.29,157.1,PY,19,190,71.1,711,9.9,99,282,16.8,137,"4,225",0.7,Chamber,53,89,46.1,1.07,134.5
7aJYふ#0066,Immortal 3,68.4,1.1,143.2,SY,21.4,196,72,661,6.6,61,931,20.7,499,"14,317",0.7,Chamber,120,215,51.6,1.03,142.8
SenZgamingYT#7314,Bronze 3,49,1.17,150.6,CA,32.4,383,63.7,753,4,47,239,25.8,116,"3,904",0.8,Jett,111,194,49.5,1.16,150.9
Valentine#0530,Silver 2,80,1.12,145.6,MX,25.1,308,70.2,862,4.7,58,39,23.5,19,623,0.7,Sage,13,22,45.5,0.98,141.5
Double V#2412,Gold 3,56.1,1,126.4,VN,17.9,172,72.9,702,9.2,89,532,17.1,265,"7,820",0.7,Jett,87,145,53.1,1.1,147
Anya#CLB,Ascendant 2,46.2,1.06,157.3,TH,23.9,268,68.2,764,7.9,89,709,18.8,359,"12,338",0.8,Jett,173,305,52.8,1.16,164.8
生き甲斐#1678,Diamond 3,54.5,1.08,142.6,ES,18.9,220,74.6,868,6.5,76,"1,755",15.4,858,"26,536",0.7,Killjoy,378,636,52,1.04,143.4
kr9#bot,Gold 2,60.5,1.04,145.6,GB,21.3,229,72.5,779,6.2,67,98,17.6,56,"1,477",0.7,Yoru,10,21,61.9,1.06,144.9
BASA312#NA1,Bronze 1,46.8,0.76,115.2,BA,11.2,115,73.4,751,15.3,157,109,10.9,52,"1,273",0.6,Neon,29,52,53.8,0.77,122.2
Hamideh#0000,Platinum 2,26.7,0.77,127.8,JO,19.9,187,73.7,693,6.4,60,610,14.6,319,"9,095",0.7,Sage,104,182,52.2,0.97,135.2
alkes#505,Unranked,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luv#S1MP,Ascendant 2,51.2,1.2,152.5,FI,28.5,236,64.7,535,6.8,56,606,25.4,311,"9,572",0.7,Reyna,144,242,59.5,1.25,160.6
C4EsTr#eXe,Silver 3,44.7,0.75,110.8,TR,15.8,150,75.5,719,8.7,83,"1,382",13.1,687,"18,292",0.7,Sova,143,248,46.8,0.86,122.1
NT D7KAWY#ETCH,Silver 1,52.9,0.75,105.2,EG,15.7,145,73.6,678,10.6,98,112,16.4,50,"1,222",0.5,Sage,30,55,45.5,0.63,92.6
cosmic#420,Gold 3,43,1.08,150.7,US,19.2,279,75.4,1095,5.4,78,"1,333",18.5,648,"21,618",0.8,Jett,496,888,49.4,1.07,149.7
Tillatron#3297,Unranked,51.7,0.68,100.4,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flights#main,Ascendant 2,58.9,1.13,169,ID,24.6,296,69.3,835,6.1,74,167,27.1,86,"3,265",0.9,Raze,37,69,52.2,1.23,195.1
RushiaMyMommy#Mommy,Gold 1,40,0.77,112.2,DE,22.6,190,71.2,599,6.2,52,94,14.2,49,"1,135",0.6,Raze,30,50,48,0.77,128.4
Stunna#deez,Diamond 3,50,1.22,163.2,US,15.1,198,77.5,1019,7.4,97,"1,490",11.5,746,"23,564",0.8,Omen,222,390,49.2,1.06,146.9
Ender#1507,Silver 2,48.6,1.06,142.5,FR,12.2,172,78.6,1110,9.3,131,342,13,166,"5,206",0.8,Jett,97,167,47.9,1.05,147.1
Nono#4136,Bronze 1,56.9,1.02,142.4,None,17.8,210,75.9,893,6.3,74,95,16.2,46,"1,324",0.7,Fade,28,50,46,0.92,129
EnviTur#7484,Bronze 2,50.3,0.91,128.7,ES,10.7,168,72.5,1136,16.7,262,220,9.4,105,"3,062",0.7,Sage,37,65,50.8,0.89,117.5
Le Kev#EUW,Platinum 1,42.9,0.95,124.8,DE,7.7,123,71.5,1137,20.8,331,"1,412",7.9,673,"18,630",0.6,Sage,451,771,48.9,0.91,122
Altafini#2696,Gold 2,60,1.51,185,BR,21.4,277,72.7,941,5.9,76,658,15.7,315,"8,121",0.6,Sage,129,217,46.1,0.75,111.6
FFMicken#Сiel,Platinum 1,55.3,1.12,141,RU,14.9,178,71.6,854,13.5,161,945,14.9,467,"12,711",0.7,Chamber,249,427,51.1,1.04,142.9
Jesh#Jin,Platinum 1,57.9,0.88,110.6,IN,10.7,178,82.8,1375,6.5,108,"1,628",10,785,"23,563",0.7,Killjoy,718,"1,206",50.6,1.02,139.3
notaadam#wth,Gold 3,64.3,1.18,153.8,SG,16.3,201,76.9,947,6.8,84,359,15.5,177,"6,192",0.8,Reyna,80,143,53.8,1.31,182.9
mini scream#1TAPS,Ascendant 2,46.2,1.1,154.3,FR,17.6,244,77.7,1078,4.8,66,497,17.6,256,"7,959",0.8,Sage,121,202,49,1.05,141.5
Izolda#1810,Gold 1,47.6,0.82,112.7,PL,11.2,167,73.4,1095,15.4,230,"1,114",8.8,552,"13,960",0.6,Sage,431,760,48.6,0.78,111.3
Blackyr#EZ666,Ascendant 1,62.8,1.1,152.5,FR,15.1,186,76.8,949,8.1,100,"1,215",13.3,611,"18,573",0.7,Viper,207,358,50,1,141.5
ΣПIGMΛ#sycho,Platinum 2,56.3,0.87,118.1,IN,14.9,174,75.1,880,10,117,"1,387",12.2,687,"18,025",0.6,Killjoy,328,543,51.7,0.97,130.3
Proteious#Prime,Silver 1,100,1.51,178.5,IN,13.8,221,76.2,1219,10,160,108,13.6,57,"1,930",0.9,Raze,28,46,45.7,1.24,181.2
ZeRoR#2142,Silver 2,50,1.53,164.3,CZ,13.5,164,80.8,982,5.8,70,30,13,12,411,0.7,Phoenix,6.7,12,50,1.42,160.2
xXJamalXx#Jamal,Platinum 1,53.3,0.98,152.4,NL,22.4,260,70.9,823,6.7,78,244,18.2,125,"3,713",0.7,Reyna,38,69,68.1,1.13,165.5
Drlambda#0000,Silver 1,45.6,1.26,163.2,IN,17.5,163,75.2,702,7.4,69,107,16.1,48,"2,027",0.9,Reyna,50,85,44.7,1.29,172.7
Shanks#rehu,Gold 1,55.6,1.1,150.1,IN,25.2,273,70.8,767,4.1,44,750,19,356,"12,137",0.8,Reyna,92,161,47.2,1.18,168.1
SensE#1369,Ascendant 2,72.7,1.62,173.1,IN,21.4,211,72.5,716,6.2,61,221,17.5,102,"4,164",0.9,Reyna,36,61,47.5,1.28,165.7
THATGUYMKING#6480,Gold 3,58.2,1.1,144.4,MT,15.1,124,76.4,627,8.5,70,206,16.8,111,"3,103",0.7,Chamber,24,41,48.8,0.97,134.4
Kaizen#ASH,Ascendant 2,42.3,0.85,113.9,IN,24.9,189,69.8,530,5.3,40,"1,396",22,697,"20,242",0.7,Viper,248,423,50.8,0.99,127
Houdini#VAL,Diamond 1,40,0.7,109.4,CH,15.7,165,77.9,816,6.4,67,371,14.9,184,"4,313",0.6,Brimstone,100,177,54.8,0.81,115.1
MrPriyansh#0007,Silver 3,48.9,1.12,141.9,IN,18.5,241,75,975,6.5,84,650,17.1,312,"10,898",0.8,Chamber,290,485,47.6,1.2,156.3
ПЁС SolEK#IQ10,Diamond 1,54.5,1.28,166.1,RU,22.1,224,70.5,716,7.4,75,295,20,140,"4,670",0.8,Reyna,41,70,42.9,1.2,169.1
Anxiety#FTW,Gold 1,43.8,0.96,136.2,IN,10.8,137,77.9,988,11.3,144,235,11.3,112,"3,790",0.8,Reyna,40,67,47.8,1.17,161.4
aecku#1583,Platinum 3,56.7,1.16,152,GB,15.2,174,78,890,6.7,77,300,15.8,156,"5,132",0.8,Omen,157,283,53.7,1.14,155.1
wolff#14yrs,Ascendant 2,49.5,0.99,135.2,FO,27,278,68.4,704,4.6,47,"1,902",20.6,974,"29,260",0.7,Jett,254,441,49.7,1.07,152.5
vLenaX#420,Gold 2,57.1,1.31,157.6,CA,14.8,166,80.2,897,4.9,55,164,13,74,"2,374",0.7,Reyna,20,36,38.9,0.92,127.3
kotlet na 30 fps#30FPS,Gold 1,33.3,1.07,152.2,PL,19.9,202,73.3,743,6.8,69,106,19.5,47,"1,482",0.7,Sage,14,25,40,1.12,144.5
Popiežius#Pope,Bronze 1,40,0.99,135.9,LT,16.9,180,73.3,782,9.8,105,37,18.5,15,468,0.7,Omen,5.5,10,50,0.71,114.7
Low Sens Abuser#AimOP,Gold 2,48.3,1.07,149.1,BD,16.9,221,77.8,1015,5.3,69,652,14.4,320,"10,545",0.8,Jett,70,121,46.3,1.12,159.5
EKALAVYA#BLACK,Silver 1,61.5,0.99,123.8,IN,16.2,143,74,655,9.8,87,144,17.3,73,"1,799",0.6,Brimstone,43,73,50.7,0.84,118.3
jxnnyh#7593,Diamond 2,46.2,0.79,116.9,CA,24.1,190,69.8,550,6.1,48,"1,325",19.7,672,"17,227",0.6,Brimstone,239,420,51.9,0.89,125.1
Thekiller378#001,Bronze 3,44,1.06,145.6,CH,14.6,182,74.5,927,10.9,135,130,16.1,60,"2,059",0.8,Reyna,23,39,46.2,1.12,157.6
Kel#kelan,Gold 1,50.7,1.14,139.4,US,21.3,245,72.5,832,6.2,71,444,16.8,222,"6,184",0.7,Reyna,49,82,48.8,0.99,136.3
Desync#JOD,Gold 3,32.1,0.86,128.2,IN,19.5,241,71.2,881,9.4,116,339,17,168,"4,796",0.7,Sova,98,171,51.5,0.92,138.9
Icethweak#MXL,Iron 2,37.5,0.54,87.5,FR,14,48,67.1,230,19,65,10,14,3,81,0.4,Harbor,1.5,3,33.3,0.76,105.9
Koki#njami,Silver 2,23.5,0.66,97.3,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azurhi#EUW,Silver 2,68.8,0.67,93.7,FR,16,124,75.3,583,8.7,67,73,16,34,"1,029",0.7,Sage,14,23,47.8,0.58,85.6
Asunaスイッチ#3009,Diamond 3,44.6,1.41,189.2,FR,23.7,333,70.5,992,5.9,83,769,18.6,384,"17,171",1.1,Jett,94,160,47.5,1.7,214.9
Kazuuuuu#1793,Bronze 2,51.4,1.18,160.6,CO,13,182,78.7,1098,8.3,116,118,12.1,54,"1,896",0.8,Chamber,25,40,40,1.08,141.6
yono#XITER,Silver 2,56.1,1.12,163.5,BR,19.6,241,72.6,894,7.8,96,181,17,91,"2,669",0.7,Raze,27,47,46.8,1.1,166.5
Complex#JPFE,Ascendant 3,52.1,0.99,138.1,PH,13.3,166,76,952,10.7,134,"2,348",17.2,"1,169","36,266",0.7,Reyna,435,724,46.8,1.05,158.3
Squittlez#NA1,Gold 1,54.7,1.13,154.3,CA,14.5,205,75.1,1060,10.3,146,"1,093",11.2,531,"16,967",0.7,KAY/O,163,287,47.4,0.99,143.8
xicfj3#5281,Bronze 2,53.1,0.98,121.7,TH,15.6,195,75,938,9.4,118,45,13.9,23,600,0.7,Brimstone,6.2,10,70,1.17,129.1
toffee#zee,Immortal 3,72.4,1.28,159.5,PH,31.2,285,65.7,600,3.1,28,554,20.9,316,"7,724",0.7,Killjoy,125,227,53.7,0.6,99.2
Mythic#187,Unranked,71.9,1.27,154.2,AT,29.9,276,63.7,588,6.4,59,"1,137",24.8,548,"16,495",0.7,Sova,168,305,51.1,0.99,135
EditTheUnicorn#6697,Silver 2,55.6,1.24,162.8,SG,14.6,197,80,1080,5.4,73,352,11.6,178,"4,998",0.7,Omen,62,104,45.2,0.96,131.8
wannad1e#5437,Immortal 1,50,1.25,164.8,RU,25.7,271,67.5,713,6.8,72,513,26.3,270,"9,587",0.9,Reyna,269,460,53.5,1.28,171.3
MeltonEST#VLRNT,Diamond 2,50,1.05,130.8,EE,21.4,195,68.1,620,10.4,95,639,18.2,311,"8,831",0.7,Viper,106,185,49.7,0.98,129.2
Blakek713#713,Platinum 1,49.4,1.11,149.6,US,12.9,171,78.2,1040,8.9,119,807,10.5,402,"11,263",0.7,Omen,103,180,47.8,0.95,132.6
LowRes ミ Itadori#2005,Diamond 1,54.5,0.96,133.8,VN,24,185,69.2,533,6.8,52,323,21.2,178,"5,540",0.8,Chamber,61,109,64.2,1.2,156.7
gentŁe#EUNE,Unranked,55.9,1.27,156.1,HU,21.4,225,72.3,759,6.3,66,26,21.7,18,465,0.9,Brimstone,9.3,15,60,1.37,160.6
NezukoChann#Danki,Bronze 1,42.9,0.56,97.6,AU,12.9,138,80.5,861,6.5,70,76,10.2,35,860,0.6,Killjoy,21,41,43.9,0.85,136.3
esther#5901,Unranked,28.6,0.5,64.4,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dano#666,Unranked,0,0.87,142,GB,12.2,171,79.5,1118,8.3,117,408,15.8,188,"6,863",0.8,Sage,96,171,51.5,1.2,153.5
wΘw#val,Ascendant 2,47.5,0.92,130.8,US,21,187,74.8,666,4.2,37,"1,878",17.8,908,"31,146",0.8,Jett,263,473,49.7,1.14,161
CGH Cyprus#420,Ascendant 3,52.7,1.12,154.6,CY,37.5,303,58.8,475,3.7,30,969,27.3,493,"16,537",0.8,Reyna,155,269,52.8,1.19,172.4
FOCAL M3T0RR#RIAZE,Immortal 3,63.6,1.13,150.5,TR,30.7,306,64,638,5.3,53,984,28.3,502,"15,461",0.8,Sage,91,161,57.1,1.13,140.5
1080x1080 イレイ#111,Diamond 1,47.1,0.97,147.6,IL,24.8,284,71.2,814,3.9,45,425,26.4,206,"6,833",0.8,Chamber,68,119,42,1,150
MUAstor ゲ#8888,Bronze 1,27.3,0.93,146,SA,22,223,71.3,723,6.7,68,327,16.3,164,"4,409",0.7,Reyna,65,120,55.8,1,145.6
kitten#fruit,Diamond 2,41.3,0.8,118.5,NO,19.6,183,72.2,674,8.1,76,336,15.5,185,"4,573",0.7,Sage,92,160,55.6,0.9,119
Hi im Gonzo#7504,Diamond 2,51.6,1.12,146.6,GB,12,175,76.3,1113,11.7,170,338,13.9,173,"5,769",0.8,Sage,78,131,52.7,1.1,141.9
KingA#Meoww,Platinum 2,50.4,1.12,161.5,MY,29.9,273,67.9,621,2.2,20,"1,113",20.5,536,"18,635",0.8,Jett,157,282,53.9,1.15,174.7
TapTapKun#oui,Silver 3,50.5,1.1,145,US,12,155,76.9,997,11.1,144,426,10.9,203,"6,190",0.7,KAY/O,229,411,47.7,1.05,144.5
han#033,Bronze 2,52.6,0.91,116.3,BE,19,173,74.9,682,6.1,56,65,20.9,30,773,0.6,Sage,11,21,47.6,0.78,111
Genarrosky#8799,Iron 3,64.3,1.15,132,NL,15.7,210,76,1019,8.4,112,237,11.6,111,"2,807",0.6,Yoru,68,133,42.9,0.87,131.1
Mirage#345,Silver 2,43.3,0.87,132.5,LT,11.5,148,77,988,11.5,147,539,9.3,265,"8,396",0.8,Sage,71,126,45.2,0.9,133.1
Neon#NE01,Iron 3,37.5,0.89,130.1,IN,10,119,73.8,876,16.2,192,94,9.9,43,"1,297",0.7,Neon,18,34,38.2,0.94,138.3
Hiroshii#easy,Diamond 3,57.5,0.98,129.1,ID,27.9,213,66.3,506,5.8,44,"1,681",20,837,"26,518",0.8,Sova,267,469,51.2,0.99,142.7
tittymilk#owo,Silver 1,56.8,1.22,168.2,CA,20.7,229,71.4,790,7.9,88,171,12,84,"2,619",0.8,Jett,22,41,56.1,1.15,167.3
ko1ll3r#66666,Ascendant 1,60.5,0.85,136.4,RU,22.3,236,71,753,6.7,71,373,22.5,195,"5,461",0.7,KAY/O,205,340,53.5,0.9,138.4
zanrsm#MSIA,Diamond 3,44.4,1.02,142.2,MY,29.2,220,66.4,501,4.4,33,420,22.8,224,"7,047",0.8,Chamber,120,207,55.1,1.3,165.4
ゴンそん時#Smoke,Gold 2,47,0.97,134.4,TH,23.6,266,71.1,800,5.2,59,910,24.2,444,"14,305",0.8,Chamber,85,142,52.1,1.2,155.5
Shuflduf#7999,Bronze 1,52.4,0.72,94.4,CA,12.5,123,72.1,707,15.4,151,25,11.2,13,239,0.5,Harbor,7,13,53.8,0.7,96
Parva#3105,Platinum 1,63.3,0.77,124.3,IN,12.4,149,77.8,934,9.8,117,222,15.9,123,"3,590",0.8,Raze,38,64,50,0.9,145.2
iTz Crackjett#UwU,Platinum 3,65.8,1.69,192.4,DE,12.6,196,76.4,1184,11,170,155,13.9,87,"3,044",1,Chamber,30,53,54.7,1.57,184.5
M4ヮ#BEST,Ascendant 1,47.1,0.94,114,OM,15.9,165,75,778,9.2,95,687,15.5,351,"10,463",0.7,Skye,80,140,47.9,0.98,124.9
GFX Amaya#huh,Immortal 1,50.3,1.06,138,PH,31.5,267,63.3,537,5.2,44,"2,114",19.9,"1,051","32,909",0.7,Chamber,176,306,50.3,1.11,138.4
delusxry#大きな毒素,Ascendant 3,59.6,1.07,147.9,RU,22.1,243,72.9,800,5,55,870,13.1,455,"12,505",0.7,Viper,330,557,52.6,1.01,137.2
Pariah#5361,Silver 2,61.5,1.05,138.9,PE,9.2,152,79.2,1315,11.7,194,409,9.6,202,"5,358",0.6,Killjoy,116,195,51.8,0.95,144.1
rainv#cutie,Platinum 2,54.4,1.06,154.3,IL,16.5,170,76.7,788,6.8,70,121,18.1,64,"1,991",0.8,Chamber,36,63,55.6,1.05,147
leileiokay#muah,Ascendant 1,42.2,1.02,139.5,US,22.1,257,72.9,849,5,58,"1,752",14.1,859,"25,660",0.7,Raze,284,472,45.3,1.06,151
6Vibes#JOR,Unranked,63.6,1.3,177.6,JO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baby killua#0045,Unranked,100,2.59,306.3,DE,19.8,173,76.5,667,3.7,32,915,14.8,479,"13,344",0.7,Jett,234,412,48.5,0.97,137.4
Koh Jia Ming 许家铭#69420,Iron 3,47.2,0.99,139,BN,14.7,155,73.5,777,11.8,125,679,10.4,316,"9,720",0.7,Killjoy,44,75,40,0.92,143.9
BBL Laryssa#1903,Silver 1,54.1,1.13,152.7,TR,15.9,180,75.6,853,8.5,96,258,13.1,127,"3,754",0.7,Reyna,33,61,52.5,1.07,151.4
BATONUN BABASI#4321,Immortal 3,48.2,1.13,162,TR,27.6,301,66.3,723,6.1,67,"3,271",20.2,"1,625","49,590",0.7,Killjoy,608,"1,074",53.6,1.03,139.8
シンプルde#2008,Ascendant 2,62.2,1.04,133.1,UA,18.9,182,76.3,733,4.8,46,524,19.2,268,"8,850",0.8,Jett,87,150,49.3,1.16,162
febre ッ#fbe,Silver 1,48.6,0.96,131.1,BR,17.5,184,71.5,753,11,116,103,10.8,50,"1,398",0.6,Sage,23,38,47.4,0.82,113.4
Adrian#593,Ascendant 1,45.2,1.28,158,EC,26.4,243,69.7,643,3.9,36,540,17.6,285,"9,098",0.8,Chamber,94,157,51.6,1.31,158.1
schennifoar#alddy,Ascendant 2,60,1.15,142.6,DE,21.2,238,73.5,825,5.3,60,296,26.3,157,"4,535",0.7,Sage,35,61,54.1,1.14,130.5
god#xji,Platinum 2,66.7,1.01,136.8,RU,18.2,193,74.3,790,7.5,80,302,17.2,154,"4,782",0.8,Sage,45,75,46.7,1.01,144.3
Drogon#VR46,Gold 1,63.6,1,133.9,MY,31.8,242,64.5,490,3.7,28,148,21.8,83,"1,900",0.6,Chamber,27,45,55.6,0.96,129.2
Obtuse Angle#169,Platinum 3,50.3,1.08,142.1,IN,15.5,187,76.5,922,8,96,"1,315",11.6,664,"22,391",0.8,Jett,191,322,50.9,1.26,171.4
Zeus de smyrne#1508,Immortal 2,59.4,1.17,151.3,VN,32.1,280,63,549,4.8,42,"1,628",17.8,814,"24,833",0.7,Chamber,185,329,51.4,1.18,149.1
Twitch Jonpu#6969,Ascendant 3,60.6,0.97,139.2,ES,18.5,199,73.3,787,8.1,87,676,17.8,358,"10,570",0.7,Chamber,72,122,50.8,1,139.8
merkul666#RU1,Diamond 1,50.7,0.86,130.6,RU,15.1,173,74,850,11,126,595,15.1,292,"8,441",0.7,Reyna,195,334,49.4,0.98,146.3
L3zz#SPAIN,Ascendant 3,60,1.13,144.7,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mntkrmtv#3533,Diamond 2,62.1,1.01,135.3,US,27.3,233,65.9,562,6.8,58,244,24.6,123,"3,593",0.7,Sage,49,87,57.5,1.05,134
ArisTeiruzu#3293,Immortal 2,59.1,1.28,150.2,JP,14.1,138,78.1,764,7.8,76,"1,296",17.5,661,"23,668",0.9,Jett,252,412,51.5,1.24,167.1
catgirl#0002,Platinum 3,57.7,1.15,174.9,US,16.2,229,72.4,1021,11.4,161,478,15.5,252,"8,771",0.9,Reyna,235,417,54,1.09,165
100T Saadhak#4641,Unranked,37,0.84,123.8,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The1Silky TTV#subme,Silver 3,52.1,1.1,149,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prof GiraFallen#B1C,Ascendant 1,54.9,0.94,123.4,BR,21,188,70.4,629,8.6,77,"1,413",18.7,707,"20,441",0.7,Astra,151,260,54.6,0.96,126.1
P0yBil#0000,Ascendant 1,49,1.08,146.8,US,33.1,291,63,553,3.9,34,709,22.9,358,"11,993",0.8,Jett,98,177,44.1,1.16,165.6
teliomenpagoline#pipa,Diamond 1,46,1.03,144.5,GR,31.4,237,64.9,490,3.7,28,"1,070",27.3,532,"17,474",0.8,Jett,175,306,51.3,1.21,167.6
Redeemer#Major,Immortal 1,65.5,1.03,140.7,IN,21.1,243,73.4,846,5.6,64,"1,020",16,534,"15,497",0.7,Omen,189,330,55.5,1.01,133.6
G2 Jing20#2259,Diamond 1,50.9,0.89,130,ES,19.5,215,75.3,830,5.2,57,"1,158",12.7,581,"17,263",0.7,Raze,99,172,47.1,0.96,156.7
femboys better#1234,Gold 2,66.7,1.48,166.6,RO,18.6,168,73.9,666,7.4,67,270,17.1,140,"4,541",0.8,Chamber,66,113,54,1.19,148
mommys good boy#eboy,Diamond 3,75,1.24,163.7,DE,28.6,119,64.4,268,7,29,8,28.6,6,147,0.9,Reyna,3.4,6,66.7,1.15,161.9
Kiloviper21#42069,Bronze 2,50,0.86,137,JP,12,133,73.8,815,14.1,156,57,12.9,27,696,0.6,Yoru,15,26,50,0.83,134.9
Omega#4282,Platinum 1,51.8,1.11,147.2,US,12.8,214,79.7,1335,7.5,125,284,9.3,140,"4,574",0.8,Neon,155,277,49.5,1.06,148.7
Her Daddy#Waim,Diamond 1,64.5,1.31,176.5,US,22.9,298,70.8,922,6.3,82,401,20.3,203,"8,320",1,Reyna,58,101,50.5,1.53,214.2
Vloudy#Oni,Unranked,100,1.33,156.1,EE,9.7,116,75.7,903,14.6,174,32,8.5,13,382,0.6,Raze,5.2,10,30,0.83,161
tops#7240,Ascendant 2,49.5,0.97,136.4,US,23.7,252,69.1,735,7.1,76,"1,873",22.2,949,"30,231",0.8,Chamber,272,480,50.2,1.08,146.7
StimeXx#Stimi,Silver 2,53.4,1.05,154.8,DE,13.3,159,79,942,7.6,91,165,11,88,"2,429",0.8,Killjoy,25,44,50,1.03,150.3
Pancito99#LAS,Diamond 3,52.2,0.86,126.4,UY,19.2,196,71.4,728,9.3,95,797,15.7,399,"10,817",0.6,Fade,142,239,54.4,0.84,129.4
ZeckeX#URU,Ascendant 2,50,1.27,149.4,UY,32.1,301,63.6,597,4.3,40,589,28.3,300,"10,058",0.8,Viper,65,112,59.8,1.26,148.3
Lycanstar#1016,Platinum 2,54.3,1.39,155.5,US,17,209,78.1,962,5,61,525,15.3,264,"9,065",0.8,Fade,116,200,50,1.21,147.7
Pagod na#0125,Platinum 3,50.5,1.22,164.6,AE,27.3,324,69.2,821,3.5,42,786,18.6,391,"13,606",0.8,Sage,138,236,51.3,1.07,146.6
Ohmama#1856,Diamond 1,48.8,0.87,131.6,PH,10.2,117,78.1,892,11.6,133,"1,108",10.3,547,"17,569",0.8,Breach,152,266,53.4,0.96,139.8
x존재#1411,Diamond 2,59.2,1,133.8,US,19.9,141,72.1,510,7.9,56,333,17.8,166,"4,919",0.7,Sage,78,132,49.2,0.81,114
0m1#oism,Diamond 3,56.2,0.95,130.4,MX,13.6,140,78.2,805,8.3,85,299,15.8,158,"4,452",0.7,Viper,41,70,48.6,1.01,139.2
Ubiqqq#Knas,Platinum 1,50,1.23,159.2,GB,23.4,254,68.7,747,7.9,86,50,21,26,808,0.8,Skye,10,19,63.2,1.26,147.8
dnwh#7382,Platinum 1,50.8,1.02,139,SG,14,160,77.6,884,8.3,95,373,14.3,189,"5,808",0.7,Brimstone,77,133,57.9,1.01,131.2
Chaaa#0725,Ascendant 2,43,1.04,141.8,PH,27.1,267,65.3,643,7.5,74,"1,417",18.7,713,"23,989",0.8,Jett,245,426,49.1,1.1,160.7
AimAssist#ezpz,Platinum 3,31.6,1.19,152.1,KW,17.3,160,77.3,714,5.4,50,"1,223",12.4,611,"18,318",0.7,Sage,156,273,51.6,0.93,126
Moon#bttm,Bronze 3,49.3,1.12,140,GB,10.8,147,74.9,1023,14.3,195,608,11,293,"8,315",0.7,Chamber,73,124,46.8,1.06,133.4
double take#Kel,Immortal 1,53.6,1.19,162.4,SG,36.4,298,60.1,492,3.4,28,"1,130",21.1,574,"17,836",0.8,Skye,139,253,53,0.92,130.8
idontknowmyname#666,Bronze 1,100,3.92,312.5,SE,14.9,117,76.6,602,8.5,67,15,14.9,7,200,0.9,Phoenix,2.6,5,80,2.39,252.4
aranara#zoyvn,Ascendant 2,60.4,1.46,189.6,CA,50.8,458,46.3,418,2.9,26,485,42.3,249,"10,467",1,Omen,46,80,56.2,1.2,155.8
Bubu Energy xD#EUNE,Iron 3,75,0.8,116.4,RO,8.8,100,71.3,808,19.9,226,18,8.8,8,231,0.7,Sage,6.3,12,50,0.93,133.5
BSIΛTΞ#0000,Diamond 2,61.5,1.27,140,DE,18.4,192,75,781,6.5,68,204,21,105,"3,920",0.9,Brimstone,42,71,50.7,1.3,158.4
Daiki#ACE5,Unranked,42.9,0.71,98.8,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheDeathCalf 11#LAN,Platinum 2,45.5,0.99,147,EC,17.3,197,78.4,891,4.2,48,433,12.7,219,"7,242",0.8,Reyna,72,124,56.5,1.35,173.9
Spidrew#9824,Silver 3,54.3,1.18,162,US,14.8,185,75.8,945,9.4,117,331,16.1,155,"4,670",0.7,Yoru,37,65,49.2,0.93,129.8
Ethan581#9822,Platinum 3,54.9,1.12,138.9,GB,23.3,222,70,667,6.7,64,251,16.8,131,"3,780",0.7,Viper,147,245,53.1,1.11,135.1
Zanka no Tachi#FLAME,Immortal 1,81.8,1.5,163.7,EG,18.1,206,76,863,5.9,67,95,18.9,62,"1,536",0.8,Breach,13,24,62.5,1.15,154.6
Bebo#2855,Bronze 1,51.2,1.08,141.9,EG,8.5,105,76.3,942,15.2,187,303,8.6,160,"4,536",0.8,Jett,22,42,42.9,0.91,139.6
1TAP Compl1cated#2999,Bronze 3,50,1.06,141.7,BR,10.2,146,78.5,1122,11.3,161,220,10.2,104,"2,926",0.7,Sage,56,93,52.7,0.88,123.2
SNOOPi ツ#MAA,Silver 3,60.7,1.29,155.9,MA,22.7,288,68.4,866,8.8,112,247,15.5,126,"3,417",0.7,Omen,76,133,48.9,0.99,139
five feddy night#gamer,Platinum 3,75,1.19,163.8,RO,19.8,261,72.9,961,7.3,96,318,16.8,163,"6,467",1,Reyna,45,78,56.4,1.44,191.2
